263470,1,9,5,17,6,2,0,4,2,15,2,2,0,4,2,12,5,2,0,6,3,15,7,3,1,4,2,17,1,2,891712
169575,1,4,2,15,2,2,1,6,3,17,8,3,0,11,6,12,2,2,0,11,5,12,10,3,0,4,2,12,1,2,559704
137520,1,4,2,15,6,2,1,9,5,15,7,2,1,9,5,15,6,2,0,6,3,12,4,2,1,4,2,17,3,2,445002
188825,1,6,3,15,8,2,0,7,4,12,2,2,0,11,5,15,1,3,0,11,5,15,3,3,0,13,6,15,3,3,620353
214920,1,7,3,15,1,3,0,4,2,12,9,2,1,4,2,15,10,2,0,4,2,15,3,3,0,6,3,12,9,3,717946
238900,0,9,4,15,3,3,1,13,6,15,8,3,1,9,5,17,1,2,1,7,3,17,3,3,0,6,3,15,10,3,824716
240844,1,6,3,17,1,3,1,7,4,15,8,2,0,7,4,15,9,2,0,11,6,15,7,2,1,11,6,17,5,2,836997
205180,0,7,3,12,4,3,0,9,5,12,1,2,1,11,6,15,7,2,0,4,2,15,9,3,0,6,3,12,10,3,680356
256534,0,9,5,15,3,2,0,9,5,15,7,2,0,6,3,15,3,2,1,4,2,17,4,2,0,9,5,12,8,2,839915
286544,0,11,5,12,10,3,1,4,2,15,6,3,1,9,5,17,1,2,0,7,4,12,8,2,1,6,3,15,8,3,967126
217629,0,9,4,15,2,3,1,6,3,15,4,2,0,11,5,15,4,3,0,4,2,12,3,3,1,11,6,15,1,2,713850
104295,1,4,2,15,6,2,0,6,3,15,4,2,0,6,3,12,2,3,0,7,3,15,7,3,1,9,5,15,5,2,349910
109666,1,11,6,15,3,2,1,6,3,17,9,3,1,13,6,15,7,3,1,6,3,17,5,3,1,11,6,17,2,2,341498
278812,0,7,4,12,1,2,0,6,3,15,8,3,1,7,3,17,8,3,0,6,3,15,6,2,1,13,6,15,3,3,939198
142308,0,9,5,15,6,2,0,11,6,12,2,2,0,9,4,15,2,3,0,13,6,15,7,3,0,4,2,12,7,3,435461
286679,0,7,4,12,9,2,1,4,2,17,2,2,0,6,3,15,3,3,1,9,4,15,3,3,0,9,5,12,9,2,952696
283547,0,6,3,12,2,3,1,6,3,15,7,2,0,6,3,15,6,2,1,9,4,17,1,3,1,6,3,15,7,2,930311
134145,0,6,3,12,6,3,1,11,6,17,4,2,0,13,6,15,8,3,0,6,3,15,2,2,1,11,5,17,2,3,442600
133782,1,9,4,17,9,3,1,4,2,17,6,2,0,4,2,15,4,3,0,6,3,12,1,3,0,7,4,15,1,2,452473
270178,1,6,3,17,2,3,0,11,5,15,10,3,0,11,6,15,4,2,1,11,6,17,4,2,1,4,2,17,5,2,915021
148002,0,13,6,12,9,3,1,11,6,17,9,2,1,13,6,15,9,3,0,11,5,12,3,3,1,6,3,17,5,2,502060
248040,0,6,3,15,8,2,1,9,5,15,5,2,0,6,3,15,2,2,1,4,2,15,7,3,1,13,6,17,3,3,832541
172074,1,6,3,17,9,2,0,6,3,12,6,2,0,7,4,12,5,2,0,4,2,12,9,2,1,11,6,17,8,2,587552
129063,0,4,2,12,1,2,0,7,3,12,5,3,0,7,4,12,10,2,1,4,2,17,4,2,0,6,3,12,5,3,411593
167026,0,9,4,15,5,3,0,4,2,12,8,3,1,11,5,17,8,3,0,4,2,15,2,2,1,7,4,15,1,2,564069
174243,1,11,6,15,7,2,0,7,4,15,8,2,0,6,3,12,7,2,0,13,6,12,10,3,0,6,3,12,7,2,581736
158416,1,7,4,15,1,2,1,4,2,15,8,2,0,4,2,15,3,2,0,6,3,15,7,3,0,11,5,15,9,3,535158
187580,1,11,5,15,7,3,0,6,3,12,5,2,0,11,5,15,10,3,0,7,4,15,2,2,0,9,5,12,6,2,622458
190290,1,4,2,15,10,2,0,11,5,15,3,3,1,4,2,15,2,2,1,9,4,15,9,3,1,9,4,17,7,3,618687
253492,1,9,4,17,7,3,0,7,3,12,6,3,1,4,2,15,8,2,1,6,3,15,2,2,0,9,5,15,2,2,853023
153574,1,9,4,17,1,3,1,9,5,15,8,2,0,13,6,15,1,3,0,4,2,12,10,2,1,6,3,15,2,2,509826
142674,0,7,3,15,4,3,1,6,3,17,2,3,1,11,6,15,3,2,0,6,3,15,9,2,1,7,4,17,1,2,485900
248523,1,13,6,17,10,3,0,11,6,12,10,2,0,9,5,12,6,2,1,4,2,17,6,2,1,6,3,15,4,2,857453
176037,0,9,5,12,8,2,1,4,2,17,10,2,1,9,5,15,10,2,1,13,6,17,1,3,1,6,3,17,5,3,594386
200942,1,9,4,17,5,3,0,4,2,12,6,3,1,11,6,17,2,2,0,6,3,12,5,2,1,6,3,17,10,2,675825
122422,1,7,4,15,9,2,0,4,2,15,5,2,0,7,4,15,8,2,1,6,3,15,5,3,0,11,6,15,9,2,420945
152199,0,6,3,12,1,3,1,11,6,17,8,2,0,4,2,12,8,3,0,4,2,15,10,2,0,11,6,15,7,2,516790
230640,1,9,5,15,2,2,0,6,3,12,7,2,1,11,6,15,4,2,0,7,3,15,8,3,0,9,5,12,5,2,770516
103215,1,9,4,17,2,3,1,6,3,15,10,3,1,9,5,17,10,2,0,4,2,12,10,2,0,6,3,12,7,2,349879
121073,1,7,3,17,5,3,1,9,4,15,1,3,1,6,3,15,2,3,0,4,2,12,7,3,0,9,5,12,8,2,403886
160193,0,6,3,12,4,3,0,4,2,15,8,2,0,7,4,15,7,2,1,6,3,15,6,2,1,4,2,15,9,3,552215
162095,1,7,3,17,9,3,0,6,3,15,9,3,1,6,3,17,1,2,0,9,4,15,9,3,0,6,3,15,8,2,554276
211858,0,4,2,12,1,3,1,11,5,15,9,3,1,7,4,15,4,2,1,13,6,15,4,3,0,4,2,15,7,2,703608
130948,1,4,2,15,6,3,1,6,3,17,9,2,0,11,6,15,10,2,1,9,4,15,7,3,1,6,3,15,2,2,451211
145736,0,7,4,12,9,2,0,13,6,15,5,3,1,6,3,15,9,3,0,11,6,12,6,2,0,13,6,15,5,3,487355
234909,0,9,5,12,5,2,0,9,5,15,10,2,1,9,4,17,4,3,1,11,5,17,10,3,1,11,6,15,1,2,809924
243358,1,9,5,17,3,2,0,4,2,15,6,3,1,4,2,15,1,3,1,13,6,17,10,3,0,6,3,15,2,3,824510
177988,0,6,3,12,7,2,0,7,4,12,6,2,0,4,2,15,10,3,1,9,5,15,5,2,1,7,4,15,4,2,606847
287508,0,13,6,15,10,3,0,11,5,12,2,3,0,9,4,15,7,3,1,9,5,15,2,2,0,6,3,15,10,2,947991
283348,0,6,3,12,10,3,1,13,6,17,4,3,1,13,6,17,8,3,0,4,2,15,9,3,1,7,4,17,8,2,985144
141746,1,4,2,15,2,2,1,11,5,15,8,3,0,11,6,15,1,2,0,9,5,15,4,2,1,9,4,17,4,3,474984
